district_id,age,gender,account_id,s_household,s_insurance,s_leasing,s_loan,s_statements,c_interest,c_pension,FREQUENCY,CASH_REC,CASH_SPENT,credit,spent,saving
52,37,M,26,625537,97,0.0,7891.5,876.0,9563.4,0,351,3300.0,1086413.0,12863.4,1720814.5,-1707951.1
73,69,F,27,235132,0,0.0,0.0,846.8,6231.3,0,352,612344.0,351246.8,618575.3,587225.6,31349.70000000007
7,39,F,29,305439,360,0.0,0.0,642.4,6520.3,0,367,955223.0,584202.4,961743.3,890643.8,71099.5
36,44,F,30,2344,0,0.0,0.0,627.8,8227.4,0,281,2294752.0,2258823.8,2302979.4,2261795.5999999996,41183.80000000028
68,49,M,31,543808,0,0.0,0.0,788.4,11595.1,0,383,2898893.0,2356483.4,2910488.1,2901079.8,9408.30000000028
5,60,F,32,0,0,0.0,0.0,511.0,8592.7,0,180,725738.0,644611.0,734330.7,645122.0,89208.69999999995
22,49,M,33,232730,0,0.0,0.0,861.4,19854.4,0,344,1652341.0,1268761.4,1672195.4,1502352.7999999998,169842.6000000001
68,82,M,34,29116,0,0.0,0.0,1740.0,14384.5,0,409,600.0,1755112.0,14984.5,1785968.0,-1770983.5
75,97,M,35,63778,3,0.0,10999.0,876.0,4762.1,353990,379,600.0,193186.0,359352.1,268842.0,90510.09999999998
38,40,F,36,252311,0,0.0,4301.0,890.6,12157.6,0,388,1423918.0,1104650.6,1436075.6,1362153.2000000002,73922.3999999999
20,65,M,37,33124,4759,0.0,8622.5,189.8,2535.2,0,130,494494.0,375845.2,497029.2,422540.5,74488.70000000001
19,77,F,38,82812,2736,1709.0,18454.4,360.0,2505.3,0,130,49700.0,156679.0,52205.3,262750.4,-210545.10000000003
76,83,M,39,10765,0,0.0,3940.0,846.8,5965.7,407862,399,1100.0,214826.8,414927.7,230378.59999999998,184549.10000000003
16,77,M,40,1914,0,1709.0,0.0,832.2,5623.7,0,366,459285.0,189832.2,464908.7,194287.40000000002,270621.3
72,58,F,41,0,0,0.0,0.0,175.2,3740.9,0,71,324202.0,227175.2,327942.9,227350.40000000002,100592.5
39,39,F,42,104851,36616,0.0,0.0,335.8,3256.2,0,198,307233.0,140655.8,310489.2,282458.6,28030.600000000035
36,38,F,43,336351,228,0.0,2537.8,730.0,14346.7,0,321,1436880.0,988010.0,1451226.7,1327856.8,123369.8999999999
32,93,M,44,147672,0,0.0,0.0,905.2,4830.2,281400,316,400.0,115115.2,286630.2,263692.4,22937.79999999999
64,40,M,45,33,0,0.0,4301.0,160.6,1708.3,0,69,77931.0,53760.6,79639.3,58255.2,21384.100000000006
45,69,F,47,423340,8460,0.0,0.0,876.0,12200.4,0,565,8500.0,1984780.0,20700.4,2417456.0,-2396755.6
21,57,M,48,129467,0,0.0,0.0,292.0,5182.7,0,151,628885.0,412012.0,634067.7,541771.0,92296.69999999995
1,90,F,49,52406,4372,0.0,2736.0,233.6,1202.2,97734,93,300.0,34293.6,99236.2,94041.2,5195.0
1,60,M,50,13719,0,0.0,0.0,744.6,9186.6,0,377,992330.0,543444.6,1001516.6,557908.2,443608.4
67,37,M,51,58315,97,0.0,7891.5,379.6,7957.3,0,192,702325.0,489479.6,710282.3,556162.7,154119.6000000001
16,69,F,52,10640,0,0.0,0.0,262.8,3581.6,0,144,1100.0,540394.8,4681.6,551297.6000000001,-546616.0000000001
77,85,M,53,115020,0,1792.0,0.0,554.8,3013.0,183911,197,700.0,61304.8,187624.0,178671.6,8952.399999999994
4,58,M,54,91200,0,0.0,0.0,569.4,3271.2,0,210,1000.0,36779.4,4271.2,128548.79999999999,-124277.59999999999
20,91,M,55,89494,0,0.0,0.0,423.4,2179.7,157386,150,300.0,49383.4,159865.7,139300.8,20564.900000000023
50,74,F,56,412080,0,0.0,0.0,730.0,7553.4,0,293,902185.0,440090.0,909738.4,852900.0,56838.40000000002
1,66,F,57,160173,0,4471.3,0.0,554.8,7256.7,0,255,1002176.0,786254.8,1009432.7,951453.9,57978.79999999993
29,85,F,58,53331,0,1792.0,0.0,335.8,1256.6,162512,137,600.0,153112.9,164368.6,208571.7,-44203.100000000006
43,71,M,59,37803,1011,0.0,2380.0,759.2,10255.1,0,385,930841.0,496379.2,941096.1,538332.4,402763.69999999995
70,92,M,61,92120,0,0.0,0.0,803.0,4656.4,241140,339,700.0,99213.0,246496.4,192136.0,54360.399999999994
47,94,M,62,147745,0,0.0,0.0,934.4,6205.1,350451,356,1100.0,193324.4,357756.1,342003.8,15752.299999999988
22,93,M,63,46977,0,0.0,0.0,292.0,2334.0,125600,129,600.0,46082.0,128534.0,93351.0,35183.0
64,40,F,64,33,0,0.0,4301.0,0.0,2681.8,0,44,117148.0,98100.0,119829.8,102434.0,17395.800000000003
36,50,F,65,15361,74822,0.0,7024.0,306.6,5381.5,0,181,701415.0,463606.6,706796.5,561120.2,145676.30000000005
1,61,F,66,2313,0,0.0,0.0,5600.0,15965.1,0,316,400.0,2875132.0,16365.1,2883045.0,-2866679.9
16,73,F,67,300139,0,0.0,165960.0,657.0,10932.0,0,382,6800.0,1758719.0,17732.0,2225475.0,-2207743.0
37,48,F,68,79583,5891,0.0,1029.0,4300.0,13355.5,0,424,9000.0,1579993.0,22355.5,1670796.0,-1648440.5
64,38,F,69,6901,228,0.0,2537.8,481.8,4302.2,0,196,278001.0,218831.8,282303.2,228980.4,53322.80000000002
8,41,M,70,174300,0,0.0,0.0,598.6,6975.9,0,245,471846.0,262098.6,478821.9,436997.2,41824.70000000001
1,39,F,71,54419,54594,0.0,0.0,773.8,13106.7,0,496,1369576.0,1034973.8,1382682.7,1144760.6,237922.09999999986
1,56,M,72,214241,0,0.0,0.0,840.0,5934.5,0,242,1648906.0,1360049.0,1654840.5,1575130.0,79710.5
72,71,F,73,352506,1011,0.0,2380.0,832.2,12057.4,0,366,1301192.5,790692.2,1313249.9,1147421.4,165828.5
1,66,F,75,121284,0,4471.3,0.0,511.0,4065.5,0,215,551525.0,409011.0,555590.5,535277.3,20313.199999999953
52,42,M,76,144855,1592,0.0,239.0,379.6,3684.9,0,163,296245.0,139679.6,299929.9,286745.2,13184.700000000012
63,77,M,77,0,0,1709.0,0.0,292.0,2567.7,0,104,1100.0,454304.0,3667.7,456305.0,-452637.3
74,51,F,78,553453,0,0.0,2057.0,890.6,10428.9,0,388,1263277.0,644390.6,1273705.9,1200791.2,72914.69999999995
3,92,M,79,58548,0,0.0,0.0,292.0,1671.9,104550,104,600.0,26372.0,106821.9,85212.0,21609.899999999994
43,70,M,80,4150,0,0.0,0.0,496.4,2882.7,0,176,900.0,31606.4,3782.7,36252.8,-32470.100000000002
74,45,M,81,44125,5496,0.0,0.0,350.4,3117.2,0,217,43200.0,48200.4,46317.2,98171.8,-51854.600000000006
26,52,M,82,560,0,0.0,3723.0,744.6,12779.7,0,332,2449596.0,2378446.6,2462375.7,2383474.2,78901.5
33,44,F,83,143784,0,0.0,0.0,919.8,6474.3,0,431,719124.0,298759.8,725598.3,443463.6,282134.70000000007
44,75,F,84,414285,0,0.0,0.0,3300.0,6134.6,0,211,1233383.0,724480.0,1239517.6,1142065.0,97452.6000000001
68,74,M,85,65127,0,0.0,0.0,233.6,2444.1,0,108,179149.0,64453.6,181593.1,129814.2,51778.90000000001
74,59,F,86,695,0,0.0,6190.0,949.0,5624.8,0,410,800.0,69769.0,6424.8,77603.0,-71178.2
31,37,M,88,61285,97,0.0,7891.5,365.0,2161.3,0,140,300.0,21155.0,2461.3,90793.5,-88332.2
68,49,F,89,3102,0,0.0,0.0,146.0,1708.9,0,61,96857.0,60646.0,98565.9,63894.0,34671.899999999994
1,45,M,90,135926,214228,0.0,0.0,715.4,8279.4,0,457,1423701.0,923635.4,1431980.4,1274504.8,157475.59999999986
17,54,M,91,93680,0,0.0,0.0,116.8,1787.1,0,79,264661.0,270635.7,266448.1,364432.5,-97984.40000000002
2,50,F,93,269,0,0.0,7024.0,379.6,3396.5,0,143,257992.0,227379.6,261388.5,235052.2,26336.29999999999
1,82,M,95,0,0,0.0,0.0,584.0,9306.9,0,217,1172919.0,1043884.0,1182225.9,1044468.0,137757.8999999999
74,48,F,96,66196,2990,0.0,1029.0,949.0,20248.0,0,661,36300.0,3043927.0,56548.0,3115091.0,-3058543.0
74,75,M,97,42141,81,0.0,102876.0,394.2,5440.2,0,274,635480.0,365494.2,640920.2,510986.4,129933.79999999993
55,95,M,98,25104,0,0.0,0.0,219.0,1182.0,91140,106,1100.0,42639.0,93422.0,67962.0,25460.0
1,41,M,99,144096,0,0.0,0.0,496.4,7217.7,0,248,1250922.0,961912.4,1258139.7,1106504.8,151634.8999999999
41,39,F,100,36603,0,0.0,0.0,803.0,9999.5,0,405,873215.0,364463.0,883214.5,401869.0,481345.5
35,54,F,101,227316,0,0.0,0.0,394.2,6180.2,0,208,669940.0,354314.2,676120.2,582024.4,94095.79999999993
11,48,M,102,124323,0,0.0,1029.0,554.8,8648.0,0,319,900386.0,727036.4,909034.0,852943.2000000001,56090.79999999993
44,50,M,103,269,0,0.0,88096.2,292.0,8541.2,0,185,867846.0,757291.9,876387.2,845949.1,30438.099999999977
37,81,M,104,1765,229,0.0,62.0,919.8,5341.3,0,385,500.0,57799.8,5841.3,60775.600000000006,-54934.3
21,67,F,105,6393,0,0.0,14708.0,102.2,2657.7,0,59,252833.0,230921.2,255490.7,252124.40000000002,3366.2999999999884
63,44,F,106,170419,0,0.0,0.0,642.4,8927.2,0,282,950932.0,661142.4,959859.2,832203.8,127655.3999999999
64,70,F,107,121020,55622,0.0,0.0,832.2,8471.0,0,476,542660.0,244312.2,551131.0,421786.4,129344.59999999998
53,75,M,108,195489,0,0.0,0.0,584.0,10253.5,0,241,784647.0,522404.0,794900.5,718477.0,76423.5
53,40,F,109,33,0,0.0,4301.0,248.2,2782.9,0,113,119887.0,77448.2,122669.9,82030.4,40639.5
36,64,M,110,73200,0,0.0,72256.0,350.4,5742.3,0,209,745897.0,515150.4,751639.3,660956.8,90682.5
6,85,M,112,137146,0,1792.0,0.0,949.0,7314.7,460740,356,200.0,283129.0,468254.7,423016.0,45238.70000000001
55,96,F,113,79558,46,4422.1,2784.0,350.4,2058.5,186093,136,600.0,83750.4,188751.5,170910.9,17840.600000000006
60,94,M,114,25440,0,0.0,0.0,233.6,1490.3,88914,103,500.0,30303.6,90904.3,55977.2,34927.100000000006
54,45,F,115,332150,0,0.0,0.0,934.4,9008.6,0,376,625581.0,225734.4,634589.6,558818.8,75770.79999999993
8,58,F,116,160341,0,0.0,0.0,408.8,4291.4,0,178,835728.0,607468.8,840019.4,768218.6000000001,71800.79999999993
31,92,M,117,139740,0,0.0,0.0,861.4,5349.2,313792,330,900.0,163621.4,320041.2,304222.8,15818.400000000023
68,80,M,118,26742,0,0.0,0.0,146.0,1709.8,0,73,25200.0,28046.0,26909.8,54934.0,-28024.2
27,39,M,119,514739,0,0.0,0.0,905.2,11693.2,0,395,1572131.0,1014805.2,1583824.2,1530449.4,53374.80000000005
65,59,M,120,159295,0,0.0,6190.0,1170.0,7146.9,0,245,1069679.0,892390.0,1076825.9,1059045.0,17780.899999999907
55,39,M,121,11055,3930,0.0,0.0,146.0,1616.7,0,92,26800.0,19926.0,28416.7,35057.0,-6640.299999999999
31,56,F,122,8080,0,0.0,0.0,306.6,5337.6,0,110,645057.0,592606.6,650394.6,600993.2,49401.40000000002
21,84,F,123,208492,0,1709.0,0.0,934.4,4541.2,334167,334,200.0,119484.4,338908.2,330619.8,8288.400000000023
55,69,M,124,3129,6797,0.0,0.0,102.2,854.1,0,70,14800.0,23442.2,15654.1,33470.4,-17816.300000000003
2,37,F,125,2317,97,0.0,7891.5,2400.0,5133.4,0,150,978669.0,918944.0,983802.4,931649.5,52152.90000000002
51,46,F,126,413504,0,0.0,0.0,803.0,9921.4,0,335,1598495.0,1144553.0,1608416.4,1558860.0,49556.39999999991
29,72,F,127,7109,0,2923.0,2286.0,788.4,3518.6,0,274,600.0,61738.4,4118.6,74844.8,-70726.2
13,36,F,128,4069,0,0.0,0.0,978.2,12845.7,0,399,431946.0,297478.2,444791.7,302525.4,142266.3
74,84,M,129,46622,0,1709.0,0.0,146.0,1299.4,104970,67,600.0,52836.0,106869.4,101313.0,5556.399999999994
54,87,F,130,67473,0,0.0,0.0,248.2,2126.6,149886,103,300.0,55668.2,152312.6,123389.4,28923.20000000001
52,74,F,131,262352,0,0.0,0.0,554.8,4730.2,0,212,491332.0,197354.8,496062.2,460261.6,35800.600000000035
40,72,F,132,7109,0,2923.0,90728.4,2900.0,6484.7,0,198,1278771.0,1154757.0,1285255.7,1258417.4,26838.300000000047
64,75,F,133,67628,0,0.0,0.0,390.0,2649.3,0,113,691638.0,516847.0,694287.3,584865.0,109422.30000000005
34,74,F,134,0,0,0.0,0.0,102.2,1831.3,0,48,138802.0,92902.2,140633.3,93004.4,47628.899999999994
65,76,M,135,5208,0,0.0,0.0,890.6,10852.4,0,326,397241.0,334390.6,408093.4,340489.19999999995,67604.20000000007
74,84,M,136,88684,0,1709.0,0.0,379.6,2538.7,197718,152,600.0,97529.6,200856.7,188302.2,12554.5
70,55,F,137,86222,0,0.0,0.0,350.4,4266.8,0,181,731983.5,583870.4,736250.3,670442.8,65807.5
22,49,M,138,3102,0,0.0,0.0,0.0,0.0,0,24,37600.0,16400.0,37600.0,19502.0,18098.0
38,39,F,139,3115,0,0.0,0.0,420.0,4914.6,0,98,1000.0,640023.0,5914.6,643558.0,-637643.4
24,41,F,140,0,0,0.0,0.0,29.2,5696.4,0,66,184697.0,142829.2,190393.4,142858.40000000002,47534.99999999997
38,64,M,141,103860,194764,0.0,0.0,423.4,5647.4,0,241,900.0,715423.4,6547.4,1014470.8,-1007923.4
51,88,M,142,124038,0,0.0,0.0,949.0,5933.4,318850,349,900.0,181669.0,325683.4,306656.0,19027.400000000023
21,99,F,143,52215,0,0.0,4682.0,292.0,1476.9,123100,114,500.0,54592.0,125076.9,111781.0,13295.899999999994
10,39,M,144,3115,0,0.0,0.0,540.0,4272.2,0,122,804595.0,718792.4,808867.2,722447.4,86419.79999999993
31,57,M,145,158187,0,0.0,0.0,452.6,6352.5,0,204,354194.0,144052.6,360546.5,302692.2,57854.29999999999
4,88,M,146,227825,0,0.0,0.0,861.4,6098.8,402944,305,500.0,145171.4,409542.8,373857.8,35685.0
8,57,M,148,4107,0,0.0,0.0,890.6,4611.1,0,445,500.0,65760.6,5111.1,70758.20000000001,-65647.1
43,37,M,149,2317,97,0.0,7891.5,146.0,1914.9,0,62,86503.0,34496.0,88417.9,44947.5,43470.399999999994
73,35,M,150,2384,0,0.0,0.0,613.2,7187.8,0,244,274893.0,262313.2,282080.8,265310.4,16770.399999999965
76,50,M,151,24929,0,0.0,7024.0,861.4,4835.5,0,394,368620.5,164381.4,373456.0,197195.8,176260.2
1,39,F,152,15043,0,0.0,0.0,394.2,2645.4,0,196,207415.0,95694.2,210060.4,111131.4,98929.0
77,63,M,153,270490,0,0.0,0.0,846.8,6850.4,0,336,7600.0,664171.8,14450.4,935508.6000000001,-921058.2000000001
46,56,F,154,198739,0,0.0,0.0,715.4,12288.7,0,316,830946.0,560215.4,843234.7,759669.8,83564.8999999999
58,75,M,155,101973,0,0.0,0.0,481.8,4046.6,0,205,237944.5,123521.8,241991.1,225976.6,16014.5
64,57,M,156,22377,0,0.0,0.0,131.4,632.6,0,49,1000.0,15781.4,1632.6,38289.8,-36657.200000000004
11,98,M,157,70165,0,0.0,0.0,233.6,1710.0,145278,93,200.0,45383.6,147188.0,115782.20000000001,31405.79999999999
37,70,F,158,144370,0,0.0,0.0,584.0,7777.8,0,260,1203552.0,1053844.0,1211329.8,1198798.0,12531.800000000047
70,46,M,159,156492,0,0.0,0.0,248.2,4074.3,0,112,533396.0,278248.2,537470.3,434988.4,102481.90000000002
1,55,M,160,143152,0,0.0,0.0,861.4,13959.6,0,437,934385.5,426221.4,948345.1,570234.8,378110.29999999993
28,93,F,161,68061,0,0.0,0.0,715.4,4367.9,238626,304,900.0,116395.4,243893.9,185171.8,58722.100000000006
74,98,M,162,209798,0,0.0,0.0,861.4,6308.4,332032,286,200.0,109431.4,338540.4,320090.8,18449.600000000035
30,84,M,163,221224,0,1709.0,0.0,963.6,7571.1,475558,434,900.0,196713.6,484029.1,420610.2,63418.899999999965
60,41,M,164,0,0,0.0,0.0,0.0,3447.5,0,51,153705.0,124300.0,157152.5,124300.0,32852.5
29,94,M,165,110856,0,0.0,0.0,905.2,9038.3,459888,372,1000.0,297485.2,469926.3,409246.4,60679.899999999965
17,87,F,166,73056,0,0.0,0.0,335.8,2355.4,127848,119,800.0,36285.8,131003.4,109677.6,21325.79999999999
29,41,F,167,0,0,0.0,0.0,600.0,6179.3,0,177,1396284.0,1348024.0,1402463.3,1348624.0,53839.30000000005
31,55,M,168,3086,0,0.0,0.0,919.8,4473.6,0,329,500.0,65719.8,4973.6,69725.6,-64752.00000000001
4,75,F,169,172519,0,0.0,0.0,496.4,8271.7,0,210,552660.0,324596.4,560931.7,497611.80000000005,63319.89999999991
59,54,F,170,2280,0,0.0,0.0,365.0,5830.2,0,144,562845.0,512565.0,568675.2,515210.0,53465.19999999995
46,85,M,171,97953,0,1792.0,0.0,379.6,2252.7,186093,153,500.0,79129.6,188845.7,179254.2,9591.5
13,77,F,172,253260,0,1709.0,0.0,861.4,11355.4,0,378,1562541.0,1253521.4,1573896.4,1509351.7999999998,64544.60000000009
66,78,M,173,365631,41895,0.0,104808.0,817.6,8607.1,0,572,1314120.0,663257.6,1322727.1,1176409.2,146317.90000000014
52,42,M,174,4239,1592,0.0,239.0,335.8,1719.0,0,121,900.0,26995.8,2619.0,33401.6,-30782.6
71,50,M,176,118933,2522,0.0,34483.6,780.0,5754.6,0,274,1475516.0,1259867.0,1481270.6,1416585.6,64685.0
1,57,M,177,4107,0,0.0,0.0,146.0,2492.2,0,59,323025.0,263146.0,325517.2,267399.0,58118.20000000001
59,43,F,178,22891,0,0.0,0.0,160.6,763.6,0,76,1000.0,9520.6,1763.6,32572.199999999997,-30808.6
1,37,F,179,86082,4633,0.0,7891.5,330.0,2974.3,0,119,640345.0,448356.0,643319.3,547292.5,96026.80000000005
60,53,F,180,2851,0,0.0,0.0,1650.0,12392.7,0,331,112700.0,1565653.8,125092.7,1570154.8,-1445062.1
21,40,F,181,176313,0,0.0,4301.0,365.0,4346.7,0,169,366790.0,127565.0,371136.7,308544.0,62592.70000000001
47,45,F,182,0,0,0.0,0.0,0.0,0.0,0,9,19700.0,9700.0,19700.0,9700.0,10000.0
43,65,F,183,291998,3401,0.0,3315.0,803.0,8411.6,0,380,962330.0,591703.0,970741.6,891220.0,79521.59999999998
77,62,M,184,2273,0,0.0,0.0,423.4,6081.8,0,163,730692.0,669723.4,736773.8,672419.8,64354.0
32,81,M,185,93129,229,0.0,62.0,189.8,3959.7,0,96,376003.0,220689.8,379962.7,314299.6,65663.10000000003
1,75,M,186,408227,0,0.0,0.0,1770.0,16211.8,0,413,2587560.0,2124476.0,2603771.8,2534473.0,69298.79999999981
52,91,F,187,179072,0,0.0,0.0,934.4,4871.7,289593,322,200.0,90364.4,294664.7,270370.8,24293.900000000023
48,61,F,188,470151,0,0.0,0.0,919.8,16319.7,0,403,1442268.0,890739.8,1458587.7,1361810.6,96777.09999999986
76,48,M,189,74172,5760,0.0,1029.0,219.0,3372.4,0,141,463740.0,310179.0,467112.4,391359.0,75753.40000000002
74,50,F,190,185548,1722,0.0,7024.0,598.6,6783.5,0,385,891100.0,454898.6,897883.5,649791.2,248092.30000000005
41,76,M,191,5208,0,0.0,0.0,233.6,4988.4,0,106,600.0,929155.6,5588.4,934597.2,-929008.7999999999
55,96,F,192,240969,46,4422.1,2784.0,963.6,6962.1,415989,349,300.0,153243.6,423251.1,402428.30000000005,20822.79999999993
69,59,F,193,142895,0,0.0,6190.0,277.4,2345.2,0,123,288416.0,123357.4,290761.2,272719.8,18041.400000000023
44,74,F,194,66200,0,0.0,0.0,350.4,3165.4,0,164,37700.0,66850.4,40865.4,133400.8,-92535.4
70,56,M,195,114500,0,0.0,0.0,248.2,3609.3,0,114,354384.0,192948.2,357993.3,307696.4,50296.899999999965
6,56,F,196,80470,143024,0.0,0.0,817.6,12523.7,0,504,905338.0,287517.6,917861.7,511829.19999999995,406032.5
1,43,F,197,630553,0,0.0,0.0,949.0,11158.2,0,374,1655168.0,990289.0,1666326.2,1621791.0,44535.19999999995
34,88,F,198,42168,0,0.0,0.0,832.2,5241.1,266538,329,900.0,86812.2,272679.1,129812.4,142866.69999999998
70,58,M,199,0,0,0.0,0.0,306.6,1932.2,0,105,700.0,9516.6,2632.2,9823.2,-7191.000000000001
17,56,F,200,8080,0,0.0,0.0,715.4,14502.2,0,243,556219.0,422215.4,570721.2,431010.80000000005,139710.3999999999
63,63,M,201,443258,0,0.0,0.0,657.0,6813.6,0,289,872803.0,394757.0,879616.6,838672.0,40944.59999999998
67,47,F,204,67390,141,0.0,183.0,438.0,2236.2,0,159,600.0,19668.0,2836.2,87820.0,-84983.8
1,60,M,205,42970,0,0.0,0.0,146.0,2204.1,0,71,131459.0,45426.0,133663.1,88542.0,45121.100000000006
61,48,F,206,122348,0,0.0,1029.0,584.0,5055.2,0,256,290697.0,144264.0,295752.2,268225.0,27527.20000000001
8,38,F,207,31081,163788,0.0,2537.8,876.0,6001.0,0,481,416617.5,208176.0,422618.5,406458.8,16159.700000000012
54,41,F,208,120292,28594,0.0,0.0,408.8,4482.1,0,274,546956.0,316308.8,551438.1,465603.6,85834.5
37,48,F,209,16411,35920,0.0,1029.0,292.0,2450.6,0,175,42000.0,38912.0,44450.6,92564.0,-48113.4
48,70,F,210,215102,0,0.0,0.0,408.8,4447.9,0,186,609391.0,372688.8,613838.9,588199.6,25639.300000000047
28,54,M,211,2280,0,0.0,0.0,160.6,4679.0,0,86,737469.0,673610.6,742148.0,676051.2,66096.80000000005
27,66,F,212,913506,0,4471.3,0.0,1980.0,18727.4,0,432,20100.0,2838139.0,38827.4,3758096.3,-3719268.9
73,54,F,213,204780,0,0.0,0.0,511.0,7570.8,0,235,1056832.0,804311.0,1064402.8,1009602.0,54800.80000000005
22,75,F,214,3369,0,0.0,0.0,233.6,929.6,0,90,500.0,16813.6,1429.6,20416.199999999997,-18986.6
31,51,M,215,21163,0,0.0,2057.0,116.8,533.6,0,46,1000.0,8726.8,1533.6,32063.6,-30530.0
38,80,F,216,76552,0,0.0,0.0,730.0,5649.7,355300,343,500.0,189300.0,361449.7,266582.0,94867.70000000001
77,72,M,217,152387,0,2923.0,2286.0,613.2,5200.9,0,245,570576.0,406213.2,575776.9,564422.4,11354.5
68,55,M,218,3086,0,0.0,0.0,438.0,6825.4,0,224,1815957.0,1797313.4,1822782.4,1800837.4,21945.0
28,39,M,219,84875,0,0.0,0.0,496.4,8708.6,0,255,759155.0,531476.4,767863.6,616847.8,151015.79999999993
72,84,F,220,210532,0,1709.0,0.0,919.8,5082.7,358428,334,400.0,137309.8,363910.7,350470.6,13440.100000000035
19,50,F,221,173981,0,0.0,7024.0,306.6,4263.7,0,139,613369.0,385406.6,617632.7,566718.2,50914.5
37,50,M,222,269,0,0.0,7024.0,934.4,14885.9,0,357,2200.0,2533914.4,17085.9,2542141.8,-2525055.9
39,35,F,223,2384,0,0.0,0.0,277.4,7858.3,0,126,318899.0,263677.4,326757.3,266338.80000000005,60418.49999999994
15,94,F,224,77066,0,0.0,0.0,306.6,1661.0,150176,122,1100.0,56516.6,152937.0,133889.2,19047.79999999999
46,70,M,225,207130,0,0.0,0.0,876.0,10099.6,0,439,553399.0,267456.0,563498.6,475462.0,88036.59999999998
70,73,F,226,166765,0,0.0,54672.0,248.2,4081.7,0,129,484714.0,214448.2,488795.7,436133.4,52662.29999999999
27,45,F,227,375240,0,0.0,0.0,584.0,9505.8,0,257,700.0,1739679.0,10205.8,2115503.0,-2105297.2
17,47,F,228,119808,141,0.0,183.0,846.8,10683.1,0,406,1481237.0,1185746.8,1491920.1,1306725.6,185194.5
1,99,F,229,42078,0,0.0,4682.0,204.4,1393.9,104348,89,1100.0,45054.4,106841.9,92018.8,14823.099999999991
1,60,M,230,168450,31740,0.0,0.0,423.4,4415.5,0,251,650941.0,397543.4,655356.5,598156.8,57199.69999999995
22,45,F,231,84993,0,0.0,0.0,584.0,2842.8,0,227,900.0,41554.0,3742.8,127131.0,-123388.2
45,48,F,232,35412,0,0.0,1029.0,116.8,2561.7,0,61,328072.0,212936.8,330633.7,249494.59999999998,81139.10000000003
